index,movie_id,title,genres,overview,keywords,runtime,origin_country,popularity,vote_count,vote_average,production_companies,release_date,budget,cast,director
333,539,Psycho,"['Horror', 'Thriller', 'Mystery']","When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.","['hotel', 'clerk', 'detective', 'shower', 'arizona', 'motel', 'halloween', 'stolen money', 'alter ego', 'taxidermy', 'money', 'murder', 'secretary', 'serial killer', 'slasher', 'psychological thriller', 'black and white', 'corpse', 'murderer', 'theft', 'overbearing mother', 'stabbing', 'mental illness', 'private detective', 'missing person', 'split personality', 'psycho', 'voyeurism', 'voyeur', 'oedipus complex', 'double identity', 'abusive mother', 'dual personality', 'proto-slasher', 'multiple personality disorder', 'mother son relationship', 'birds', 'anxious', 'dramatic', 'motel owner', 'woman on the run', 'corruptibility', 'confused identities', 'human vulnerabilities', 'gloomy', 'man with female alter ego']",109,['US'],11.278,10434,8.421,['Shamley Productions'],1960-06-22,806947,"['Anthony Perkins', 'Janet Leigh', 'Vera Miles', 'John Gavin']",Alfred Hitchcock
334,540,D.E.B.S.,"['Action', 'Comedy', 'Romance']",The star of a team of teenage crime fighters falls for the alluring villainess she must bring to justice.,"['coming out', 'spy', 'punk rock', 'satire', 'lesbian relationship', 'covert operation', 'female protagonist', 'in the closet', 'female spy', 'lgbt', 'subversion', 'female agent', 'schoolgirl uniform', 'lip synching', 'plaid', 'thesis', 'german girl', 'french girl', 'woman director', 'spy spoof', 'teen spy', 'loving', 'lesbian', 'spies', 'spy comedy']",91,['US'],2.5537,578,6.454,"['Destination Films', 'Screen Gems', 'Anonymous Content', 'Andrea Sperling Productions']",2004-01-22,3500000,"['Sara Foster', 'Jordana Brewster', 'Meagan Good', 'Devon Aoki']",Angela Robinson
335,544,There's Something About Mary,"['Romance', 'Comedy']","For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.","['surgeon', 'romcom', 'stalker', 'dream girl', 'taboo', 'screwball comedy', 'frisbee', 'troubadour', 'intellectual disability']",120,['US'],5.2734,5069,6.617,['20th Century Fox'],1998-07-15,23000000,"['Cameron Diaz', 'Matt Dillon', 'Ben Stiller', 'Lee Evans']",Peter Farrelly
336,546,Transamerica,"['Drama', 'Adventure', 'Comedy']","A transgender woman takes an unexpected journey when she learns that she had a son, now a teenage runaway hustling on the streets of New York.","['new york city', 'individual', 'sexual abuse', 'waitress', 'parent child relationship', 'therapist', 'missionary', 'runaway', 'drug addiction', 'hustler', 'cocaine', 'motel', 'new identity', 'porn actor', 'road trip', 'los angeles, california', 'teenage prostitute', 'porn industry', 'lgbt', 'stolen cars', 'hitchhiking', 'road movie', 'trans woman', 'former prostitute', 'father son relationship', 'gender affirmation surgery', 'transgender', 'intimate', 'hopeful']",103,['US'],1.0195,482,7.029,['Belladonna Productions'],2005-02-14,1000000,"['Felicity Huffman', 'Kevin Zegers', 'Fionnula Flanagan', 'Burt Young']",Duncan Tucker
337,547,The Horse Whisperer,"['Adventure', 'Drama', 'Romance']",The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,"['new york city', 'love triangle', 'attachment to nature', 'parent child relationship', 'marriage crisis', 'horseback riding', 'montana', 'confidence', 'horse', 'riding accident', 'career woman', 'ranch', 'horse whisperer', 'trauma', 'country life', 'crisis', 'travel', 'animals', 'nature']",169,['US'],3.1292,1133,6.894,"['Wildwood Enterprises', 'Touchstone Pictures']",1998-02-01,60000000,"['Robert Redford', 'Kristin Scott Thomas', 'Sam Neill', 'Scarlett Johansson']",Robert Redford
338,548,Rashomon,"['Crime', 'Drama', 'Mystery']",Four people recount different versions of the story of a man's murder and the rape of his wife.,"['dying and death', 'japan', 'samurai', 'rape', 'court case', 'court', 'truth', 'rain', 'woodcutter', 'subjectivity', 'medium', 'sunlight', 'black and white', 'criminal', 'based on short story', 'multiple perspectives', 'jidaigeki', 'philosophical', 'heian period']",88,['JP'],2.5538,2342,8.1,['Daiei Film'],1950-08-26,250000,"['Toshirō Mifune', 'Machiko Kyō', 'Takashi Shimura', 'Masayuki Mori']",Akira Kurosawa
339,550,Fight Club,"['Drama', 'Thriller']","A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.","['dual identity', 'rage and hate', 'based on novel or book', 'nihilism', 'fight', 'support group', 'dystopia', 'insomnia', 'alter ego', 'breaking the fourth wall', 'split personality', 'quitting a job', 'dissociative identity disorder', 'self destructiveness']",139,['US'],21.7912,30490,8.437,"['Fox 2000 Pictures', 'Regency Enterprises', 'Linson Entertainment', '20th Century Fox', 'Taurus Film']",1999-10-15,63000000,"['Edward Norton', 'Brad Pitt', 'Helena Bonham Carter', 'Meat Loaf']",David Fincher
340,551,The Poseidon Adventure,"['Adventure', 'Drama', 'Thriller']","When their ocean liner capsizes, a group of passengers struggle to survive and escape.","[""new year's eve"", 'sea', 'ship', 'prostitute', 'husband wife relationship', 'life and death', 'sibling relationship', 'based on novel or book', 'faith', 'ocean', '1970s', 'wave', 'shipwreck', 'natural disaster', 'cruise', 'seaquake', 'ocean liner', 'travel', 'disaster', 'capsized ship', 'tidal wave', 'disaster movie', 'dramatic']",117,['US'],1.9787,929,7.105,"['Kent Productions', '20th Century Fox']",1972-12-01,5000000,"['Gene Hackman', 'Ernest Borgnine', 'Red Buttons', 'Carol Lynley']",Ronald Neame
341,553,Dogville,"['Crime', 'Drama', 'Thriller']","When beautiful young Grace arrives in the isolated township of Dogville, the small community agrees to hide her from a gang of ruthless gangsters, and, in return, Grace agrees to do odd jobs for the townspeople.","['friendship', 'bondage', 'rape', 'police', 'gangster', 'village life', 'refugee', 'blackmail', 'mountain', 'american dream', 'bank robber', 'last judgment', 'mountain village', 'exploitation', 'rocky mountains', 'woman martyr', 'physical work', 'wanted poster', 'forced labour', 'slavery', 'recession', 'art house', 'hoodlum', 'experimental film', 'avant garde film', 'art house film']",178,['DK'],3.0127,2520,7.771,"['Zentropa Entertainments', 'Isabella Films B.V.', 'Something Else B.V.', 'Memfis Film', 'Trollhättan Film', 'Pain Unlimited Filmproduktion', 'Sigma Films', 'Zoma Films', 'Slot Machine', 'Liberator Productions', 'Film i Väst', 'ARTE France Cinéma', 'France 3 Cinéma', 'WDR/Arte', 'DR', 'SVT', 'NPS', 'YLE', 'Norsk TV2 AS', 'Edith Film', 'Spillefilmselskapet 4 1/2', 'Fjeldabe Films AS', 'Invicta Capital', 'TV 1000 Sverige']",2003-05-21,10000000,"['Nicole Kidman', 'Paul Bettany', 'John Hurt', 'Stellan Skarsgård']",Lars von Trier
342,557,Spider-Man,"['Action', 'Science Fiction']","After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.","['new york city', 'adolescence', 'photographer', 'loss of loved one', 'photography', 'secret identity', 'hostility', 'superhero', 'spider', 'bad boss', 'villain', 'based on comic', 'teenage boy', 'teenage love', 'evil', 'super villain', 'taking responsibility', 'cliché']",121,['US'],20.7244,19719,7.314,"['Marvel Enterprises', 'Laura Ziskin Productions', 'Columbia Pictures']",2002-05-01,139000000,"['Tobey Maguire', 'Willem Dafoe', 'Kirsten Dunst', 'James Franco']",Sam Raimi
343,558,Spider-Man 2,"['Action', 'Adventure', 'Science Fiction']","Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well...","['new york city', 'dual identity', ""love of one's life"", 'secret identity', 'superhero', 'pizza boy', 'based on comic', 'sequel', 'romance', 'doctor', 'scientist', 'tentacle', 'death', 'super villain', 'young adult']",127,['US'],6.258,15586,7.295,"['Marvel Enterprises', 'Laura Ziskin Productions', 'Columbia Pictures']",2004-06-25,200000000,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Alfred Molina']",Sam Raimi
344,559,Spider-Man 3,"['Action', 'Adventure', 'Science Fiction']","The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.","['amnesia', 'dual identity', ""love of one's life"", 'loss of loved one', 'forgiveness', 'hostility', 'superhero', 'sandstorm', 'spider', 'wretch', 'sand', 'narcissism', 'egomania', 'based on comic', 'sequel', 'revenge', 'symbiote', 'amused']",139,['US'],13.9355,14552,6.441,"['Laura Ziskin Productions', 'Marvel Studios', 'Columbia Pictures']",2007-05-01,258000000,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Thomas Haden Church']",Sam Raimi
345,561,Constantine,"['Fantasy', 'Action', 'Horror']","John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.","['self sacrifice', 'angel', 'christianity', 'confession', 'superhero', 'supernatural', 'exorcism', 'archangel gabriel', 'holy water', 'redemption', 'based on comic', 'lucifer', 'demon', 'occult', 'aftercreditsstinger', 'mysticism', 'supernatural power', 'good versus evil', 'conceited', 'defiant', 'occult detective']",121,['US'],10.7265,7526,7.111,"['Village Roadshow Pictures', 'Lonely Film Productions GmbH & Co. KG.', ""The Donners' Company"", 'Batfilm Productions', 'Weed Road Pictures', 'Warner Bros. Pictures', '3 Arts Entertainment', 'DC Vertigo']",2005-02-08,100000000,"['Keanu Reeves', 'Rachel Weisz', 'Shia LaBeouf', 'Djimon Hounsou']",Francis Lawrence
346,562,Die Hard,"['Action', 'Thriller']","NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her offices Christmas Party, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.","['husband wife relationship', 'based on novel or book', 's.w.a.t.', 'fbi', 'christmas party', 'vault', 'heist', 'murder', 'shootout', 'los angeles, california', 'terrorism', 'one man army', 'explosion', 'police officer', 'hostage negotiator', 'one night', 'lapd', 'aggressive', 'christmas', '1980s', 'action hero', 'german', 'hostages', 'heist thriller', 'patrol officer', 'furious', 'high octane', 'intense', 'commanding', 'defiant', 'euphoric']",132,['US'],9.6394,11579,7.8,"['Gordon Company', 'Silver Pictures', '20th Century Fox']",1988-07-15,28000000,"['Bruce Willis', 'Alan Rickman', 'Alexander Godunov', 'Bonnie Bedelia']",John McTiernan
347,563,Starship Troopers,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs.""","['spacecraft', 'space marine', 'army', 'moon', 'based on novel or book', 'asteroid', 'intelligence', 'dystopia', 'buenos aires, argentina', 'space battle', 'satire', 'giant insect', 'creature', 'soldier', 'drill instructor', 'military', 'aggressive', 'bugs', 'absurd', 'amused', 'antagonistic']",129,['US'],5.3834,5129,7.087,"['TriStar Pictures', 'Touchstone Pictures', 'Jon Davison Productions', 'Big Bug Pictures']",1997-11-07,105000000,"['Casper Van Dien', 'Dina Meyer', 'Denise Richards', 'Jake Busey']",Paul Verhoeven
348,564,The Mummy,"['Adventure', 'Action', 'Fantasy']",Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,"['egypt', 'cairo', 'library', 'secret passage', 'pastor', 'pyramid', 'sandstorm', 'solar eclipse', 'mummy', 'foreign legion', 'nile', 'secret society', 'treasure hunt', 'remake', 'archaeologist', 'tomb', 'book of the dead', 'ancient egypt', 'opposites attract', '1920s', 'pharoah', 'good versus evil']",124,['US'],11.8676,9395,6.947,['Alphaville Films'],1999-04-16,80000000,"['Brendan Fraser', 'Rachel Weisz', 'John Hannah', 'Arnold Vosloo']",Stephen Sommers
349,565,The Ring,"['Horror', 'Mystery']",Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.,"['journalist', 'island', 'drowning', 'investigation', 'supernatural', 'horse', 'telephone', 'paranormal', 'remake', 'urban legend', 'curse', 'cabin in the woods', 'ghost', 'well', 'videotape', 'mysterious death', 'terrifying']",115,['US'],6.2945,6335,6.681,"['DreamWorks Pictures', 'BenderSpink', 'Parkes/MacDonald Productions']",2002-10-18,48000000,"['Naomi Watts', 'Martin Henderson', 'David Dorfman', 'Brian Cox']",Gore Verbinski
350,567,Rear Window,"['Thriller', 'Mystery']",A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,"['nurse', 'isolation', 'photographer', 'suspicion of murder', 'wheelchair', 'girlfriend', 'salesman', 'neighbor', 'whodunit', 'convalescence', 'voyeurism', 'voyeur', 'missing wife', 'homebound', 'psychotic obsessions', 'suspicious behavior', 'flower bed', 'visiting nurse', 'suspenseful', 'the boy who cried wolf', 'admiring']",112,['US'],4.5303,6760,8.352,"['Paramount Pictures', 'Patron Inc.']",1954-08-01,1000000,"['James Stewart', 'Grace Kelly', 'Wendell Corey', 'Thelma Ritter']",Alfred Hitchcock
